nodeID,tau_HD,tau_bench,effective,seed_node
94,0.2513333333333332,0.16134372681991727,1.5577508855603492,0
95,0.2116190476190475,0.2866345354981719,0.738288731507014,0
96,0.3014999999999997,0.22356986100092718,1.348571755826915,0
97,0.19511904761904744,0.21429459021370786,0.9105178409985181,0
98,0.21616666666666653,0.181608625061006,1.1902885482121337,0
99,0.206690476190476,0.2188518793298205,0.9444308946462522,0
100,0.3079999999999998,0.1777765884908742,1.7325115900500607,0
101,0.1933809523809522,0.2570742809379173,0.7522376477157322,0
102,0.24166666666666653,0.24283950824567072,0.9951703016223469,0
103,0.1993333333333331,0.21666592114353309,0.9200031656168125,0
104,0.18569047619047602,0.2676862761421585,0.693686949015879,0
105,0.21383333333333318,0.21581640161185614,0.9908113180290649,0
106,0.1878571428571427,0.22203059987150897,0.8460867239284011,0
